,X2,name,Plate,well_type,wga_cp,wgs_run_id,raw_read_count,final_assembly_length,max_contig_length,gc_content,checkM_estimated_completeness,total_CDS_count,hypothetical_cds_fraction,average_cds_length,number_multi_copy,checkM_classification,SSU_classification_1,SSU_classification_2,SSU_classification_3,notes,eventnum,well2,X531.40..488.,X572.27..488.,X692.40..488.,Trigger.Pulse.Width,SSC,FSC,estimated_diameter,PCA_analysis_Action,PCA_analysis_Note,Location,Sample_collection_Date,FACS_date,gate,depth..m.,sample,slope,intercept,normalized_531_value,Predicted_respiration_rate_fmol_O2perhr,lower_resp_bound,upper_resp_bound,SAG,GTDB_classification,GTDBtk_classification
1248,I11,AH-229-I11,AH-229,1 cell,2.452301918,171108_NB501011_0031_AHNNVHAFXX,446409,513487,67514,30.60291692,36.73,553.0,0.220614828,834.7793852000001,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter;s__Candidatus_Pelagibacter_ubique;unresolved,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,,,,2474337,I11,43.39004861,4.286275463,4.830821562,2278,1.826146623,1.848611724,0.29,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I11,0.18042,0.22177,8.0502,,,,AH-229-I11,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique
1249,I13,AH-229-I13,AH-229,1 cell,1.614804033,171108_NB501011_0031_AHNNVHAFXX,355179,876034,125871,34.34547061,51.33,938.0,0.287846482,871.0021322000001,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium_ferrooxidans,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?,,,,2487097,I13,121.0790062,9.61143174,12.18814185,574,2.3386084769999997,1.0933452540000002,0.23,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I13,0.18042,0.22177,22.0668,,,,AH-229-I13,TMED189,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__
1250,I14,AH-229-I14,AH-229,1 cell,1.986822744,171108_NB501011_0031_AHNNVHAFXX,412310,120429,12058,44.03175315,6.9,109.0,0.49541284399999996,855.3761468,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;unresolved,no SSU regions found,,,,2497400,I14,224.2058668,25.251240300000003,17.16643747,7485,3.4555181910000003,7.120968465,0.5,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,40.673,,,,,Unclassified,Unclassified
1251,I15,AH-229-I15,AH-229,1 cell,1.795683487,171108_NB501011_0031_AHNNVHAFXX,387964,540134,98710,32.42750873,32.76,535.0,0.23364486,898.9551402000001,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;unresolved,no SSU regions found,,,,2515155,I15,178.90583769999998,20.05608187,8.283481194,7192,3.848275123,9.234067957999999,0.56,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I15,0.18042,0.22177,32.5,,,,AH-229-I15,AAA536-G10,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__AAA536-G10;g__AAA536-G10;s__
1252,I16,AH-229-I16,AH-229,1 cell,1.577511233,171108_NB501011_0031_AHNNVHAFXX,328353,448297,54517,48.92091627,12.07,400.0,0.3325,939.8525,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__,no SSU regions found,,,,2527266,I16,308.1985325,27.09707187,11.34194404,6119,6.446532432000001,5.221971204,0.44,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I16,0.18042,0.22177,55.8269,,,,,Unclassified,Unclassified
1253,I17,AH-229-I17,AH-229,1 cell,1.849778932,171108_NB501011_0031_AHNNVHAFXX,489340,641899,60944,29.95517986,30.19,680.0,0.214705882,863.7147059,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter;s__Candidatus_Pelagibacter_ubique;unresolved,no SSU regions found,,,,2543005,I17,130.1124479,10.99972521,18.50691304,2978,5.58403642,2.743041776,0.34,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I17,0.18042,0.22177,23.6967,,,,AH-229-I17,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique
1254,I18,AH-229-I18,AH-229,1 cell,2.162716559,171108_NB501011_0031_AHNNVHAFXX,450070,1277620,101540,52.74745229,41.06,1141.0,0.250657318,971.8781769999999,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales_3;f__Alteromonadaceae;o__;f__;g__;s__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Luminiphilus;s__?,,,,2554961,I18,342.5058304,27.88126665,20.80833374,8598,4.925426557,18.87199753,0.74,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I18,0.18042,0.22177,62.0167,,,,AH-229-I18,Luminiphilus,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
1255,I19,AH-229-I19,AH-229,1 cell,2.014204085,171108_NB501011_0031_AHNNVHAFXX,639581,798838,81898,33.02797313,59.75,843.0,0.22775800699999998,895.1138789999999,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Francisellaceae;g__Francisella,no SSUs were classified,,,,2569487,I19,92.57456909,14.441321400000001,6.611690262000001,2708,2.166478555,1.566337169,0.27,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I19,0.18042,0.22177,16.9241,,,,AH-229-I19,SCGC-AAA076-P13,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__SCGC-AAA076-P13 sp000385055
1256,I20,AH-229-I20,AH-229,1 cell,1.745190124,171108_NB501011_0031_AHNNVHAFXX,509994,485054,76624,29.99418621,36.89,511.0,0.23874755399999997,827.8454012,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter;s__Candidatus_Pelagibacter_ubique;unresolved,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,,,,2582920,I20,62.87267148,6.161307037,9.867375607,3789,7.328080549,2.587270263,0.33,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I20,0.18042,0.22177,11.5653,,,,AH-229-I20,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique
1257,I21,AH-229-I21,AH-229,1 cell,1.799210943,171108_NB501011_0031_AHNNVHAFXX,431414,896345,86232,29.68064752,73.14,950.0,0.21473684199999998,875.7010526,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter;s__Candidatus_Pelagibacter_ubique,no SSU regions found,,,,2602382,I21,39.7581593,2.64462002,3.4681677669999997,1107,2.101405021,1.326232386,0.25,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I21,0.18042,0.22177,7.394939999999999,,,,AH-229-I21,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
1258,I22,AH-229-I22,AH-229,1 cell,1.446342527,171108_NB501011_0031_AHNNVHAFXX,629042,1477543,175364,34.85286046,75.96,1343.0,0.361131794,1013.4065519999999,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12_marine_group;g__?;s__?,,,,2618139,I22,158.8952226,19.18487546,17.04862873,7264,3.829392504,7.4036486539999995,0.51,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I22,0.18042,0.22177,28.8896,,,,AH-229-I22,UBA9320,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__;s__
1259,I23,AH-229-I23,AH-229,1 cell,1.341906281,171108_NB501011_0031_AHNNVHAFXX,292156,1152326,101810,44.3338951,61.62,1140.0,0.211403509,896.0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__?;s__?,,,,2641359,I23,174.2898004,23.63388708,21.49192868,6868,8.771102762,5.358014767,0.44,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-I23,0.18042,0.22177,31.6671,,,,AH-229-I23,UBA3031,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__UBA3031;s__
1260,J02,AH-229-J02,AH-229,1 cell,2.637887356,171108_NB501011_0031_AHNNVHAFXX,420958,20653,20653,31.72420472,0.0,25.0,0.96,789.68,0,NA;unresolved,no SSU regions found,,,,2957513,J02,12.50918467,1.807507376,12.70049947,1957,4.9839169960000005,1.5902926469999998,0.27,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,2.4786799999999998,,,,,Unclassified,Unclassified
1261,J03,AH-229-J03,AH-229,1 cell,2.35000274,171108_NB501011_0031_AHNNVHAFXX,549952,716361,82704,33.94336096,36.75,781.0,0.33162612,838.3431498,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium_ferrooxidans,no SSU regions found,,,,2941380,J03,60.09932979,6.1578444029999995,4.2676420760000005,1440,3.352668585,1.466630799,0.26,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J03,0.18042,0.22177,11.0649,,,,AH-229-J03,TMED189,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__
1262,J04,AH-229-J04,AH-229,1 cell,2.266147633,171108_NB501011_0031_AHNNVHAFXX,460037,580185,80808,39.76559201,35.52,531.0,0.33709981200000005,974.1864406999999,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__?;s__?,,,,2923429,J04,143.9673995,13.97609172,5.073670573,4545,5.045228721,2.9739087360000003,0.35,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,26.1964,,,,AH-229-J04,UBA3478,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__UBA3478 sp003045935
1263,J05,AH-229-J05,AH-229,1 cell,2.352725784,171108_NB501011_0031_AHNNVHAFXX,479463,918366,99026,47.1792292,21.0,865.0,0.269364162,929.8289017000001,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Parvibaculum;s__Parvibaculum_lavamentivorans,no SSUs were classified,,,,2908988,J05,90.08466729,6.196040642000001,5.366304263,6296,3.2332817780000003,7.494727713,0.51,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,16.4748,,,,AH-229-J05,RS24,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__;s__
1264,J07,AH-229-J07,AH-229,1 cell,2.141508208,171108_NB501011_0031_AHNNVHAFXX,175580,254811,52616,65.2142176,5.69,255.0,0.470588235,808.6117647000001,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter,no SSU regions found,,,,2881318,J07,433.7785437,41.65718715,43.098330700000005,10358,96.65614996,111.8680466,1.54,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,78.4841,,,,,Unclassified,Unclassified
1265,J08,AH-229-J08,AH-229,1 cell,1.841917179,171108_NB501011_0031_AHNNVHAFXX,447019,716945,138204,34.66193362,44.83,757.0,0.285336856,878.7291941999999,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium_ferrooxidans,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?,,,,2864130,J08,64.26631501,5.651142133,6.61354892,1746,1.495352745,1.457589576,0.26,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J08,0.18042,0.22177,11.8167,,,,AH-229-J08,TMED189,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__
1266,J09,AH-229-J09,AH-229,1 cell,1.544217652,171108_NB501011_0031_AHNNVHAFXX,419858,1111528,156984,37.98086958,66.09,1125.0,0.225777778,934.0186667000002,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Francisellaceae;g__Francisella,no SSU regions found,,,,2852647,J09,169.7928639,36.59447554,28.08971697,6775,5.768293677999999,4.540508491000001,0.42,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J09,0.18042,0.22177,30.8558,,,,AH-229-J09,D2472,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
1267,J10,AH-229-J10,AH-229,1 cell,2.035927391,171108_NB501011_0031_AHNNVHAFXX,414103,165452,10526,38.06904722,4.17,156.0,0.224358974,818.1346154,0,NA;unresolved,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__ZD0405;g__?;s__?,,,,2833826,J10,266.7389429,26.56166965,14.97455771,5927,4.858737513,4.696268617,0.42,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,48.3468,,,,,Unclassified,Unclassified
1268,J11,AH-229-J11,AH-229,1 cell,1.555746233,171108_NB501011_0031_AHNNVHAFXX,370487,991349,209380,29.95867248,76.73,1036.0,0.231660232,889.0646718,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter;s__Candidatus_Pelagibacter_ubique;unresolved,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,,,,2821720,J11,100.6202859,11.37546709,7.839477345,4189,4.794298801,2.482198025,0.32,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J11,0.18042,0.22177,18.3757,,,,AH-229-J11,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique
1269,J13,AH-229-J13,AH-229,1 cell,1.610174297,171108_NB501011_0031_AHNNVHAFXX,240879,469307,45034,58.88938371,12.58,405.0,0.437037037,1037.8962960000001,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9_marine_group;g__?;s__?,,,,2803144,J13,239.7511738,24.02233585,11.74917369,8205,5.88456488,6.574626619,0.48,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,43.4777,,,,AH-229-J13,UBA11663,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__
1270,J14,AH-229-J14,AH-229,1 cell,1.941463093,171108_NB501011_0031_AHNNVHAFXX,394180,256113,22051,30.413528399999997,10.55,280.0,0.267857143,805.7321429,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter;s__Candidatus_Pelagibacter_ubique;unresolved,no SSU regions found,,,,2790320,J14,59.6281946,8.268361071000001,2.165261002,1589,5.914412637000001,1.713751129,0.28,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J14,0.18042,0.22177,10.9799,,,,AH-229-J14,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique
1271,J16,AH-229-J16,AH-229,1 cell,1.604553573,171108_NB501011_0031_AHNNVHAFXX,530494,942430,102438,29.954691600000004,54.32,982.0,0.249490835,878.8126273,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;g__Candidatus_Pelagibacter;s__Candidatus_Pelagibacter_ubique,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,,,,2762763,J16,173.2884157,15.63697825,5.18905042,4688,1.47055228,2.736496041,0.34,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J16,0.18042,0.22177,31.4865,,,,AH-229-J16,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
1272,J17,AH-229-J17,AH-229,1 cell,1.763591868,171108_NB501011_0031_AHNNVHAFXX,453330,647075,65217,30.30112429,49.47,646.0,0.215170279,895.879257,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;g__Candidatus_Pelagibacter;s__Candidatus_Pelagibacter_ubique,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,,,,2749434,J17,158.11555959999998,18.25376853,18.668875699999997,4031,3.60027313,2.2030156290000003,0.31,0,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J17,0.18042,0.22177,28.749000000000002,,,,AH-229-J17,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
1273,J19,AH-229-J19,AH-229,1 cell,1.667890444,171108_NB501011_0031_AHNNVHAFXX,357845,764900,74074,51.64060662,17.24,790.0,0.39620253200000005,817.3810127,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter_RCA_cluster,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__?,,,,2720307,J19,312.2970423,35.08366702,26.03318735,8120,6.912905889,20.82296075,0.78,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J19,0.18042,0.22177,56.5664,,,,AH-229-J19,Planktomarina,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina temperata
1274,J22,AH-229-J22,AH-229,1 cell,2.256883529,171108_NB501011_0031_AHNNVHAFXX,508492,80891,10572,38.39364083,4.17,79.0,0.202531646,788.9493671,0,NA;unresolved,no SSUs were classified,,,,2670266,J22,169.6735935,15.95217202,7.719216864,6463,4.9629482430000005,4.134805432,0.4,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,30.8343,,,,,Unclassified,Unclassified
1275,J23,AH-229-J23,AH-229,1 cell,1.567130047,171108_NB501011_0031_AHNNVHAFXX,575706,707402,153022,32.63293007,31.03,632.0,0.349683544,1017.9841769999999,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga_ochracea,no SSU regions found,,,,2657862,J23,162.82870060000002,15.02515108,5.1462018480000005,4299,8.055025035,2.9613966589999996,0.35,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-J23,0.18042,0.22177,29.5993,,,,AH-229-J23,GCA-2705205,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2705205;s__
1276,K02,AH-229-K02,AH-229,1 cell,2.26444788,171108_NB501011_0031_AHNNVHAFXX,460946,655045,104557,34.51335404,34.64,699.0,0.294706724,854.2188841,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor_alkaliphilus,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1_clade;g__Candidatus_Actinomarina;s__?,,,,2970303,K02,58.14687338,4.794298801,10.33287538,859,2.7623848260000003,1.177893315,0.24,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-K02,0.18042,0.22177,10.7126,,,,AH-229-K02,TMED189,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__
1277,K03,AH-229-K03,AH-229,1 cell,1.796225146,171108_NB501011_0031_AHNNVHAFXX,349768,534140,41321,36.03849178,25.89,531.0,0.20338983100000002,902.6723163999999,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;p__;c__;o__;f__;g__;s__,no SSU regions found,,,,2984836,K03,306.21252400000003,25.93823554,16.49708555,7136,3.61599265,4.646374999,0.42,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-K03,0.18042,0.22177,55.4686,,,,AH-229-K03,Thioglobus,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thioglobus;s__
1278,K06,AH-229-K06,AH-229,1 cell,1.66014824,171108_NB501011_0031_AHNNVHAFXX,421483,527507,102063,43.13781618,20.69,485.0,0.435051546,992.3216494999999,0,k__Bacteria;p__Bacteroidetes;unresolved,no SSUs were classified,,,,3025696,K06,223.9224598,23.07592824,15.55369205,6908,9.132113258,11.56731126,0.61,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-K06,0.18042,0.22177,40.6219,,,,AH-229-K06,UBA10364,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__
1279,K07,AH-229-K07,AH-229,1 cell,1.686472283,171108_NB501011_0031_AHNNVHAFXX,353445,1005070,127555,30.29002955,46.55,837.0,0.37037037,1044.362007,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;unresolved,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9_marine_group;g__?;s__?,,,,3037585,K07,206.3650896,22.56917193,15.33232125,6637,5.2824981719999995,6.885756491,0.49,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-K07,0.18042,0.22177,37.4542,,,,AH-229-K07,GCA-2683775,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2683775;s__
1280,K08,AH-229-K08,AH-229,1 cell,1.709201528,171108_NB501011_0031_AHNNVHAFXX,443813,1143254,89525,30.13626018,48.71,1018.0,0.40766208299999995,949.4282908,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;s__Kordia_algicida,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pseudofulvibacter;s__?,,,,3051125,K08,493.02744299999995,55.62105957,36.50714995,8913,15.53184846,32.72137484,0.93,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,89.1738,,,,AH-229-K08,GCA-2733415,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2733415;s__
1281,K10,AH-229-K10,AH-229,1 cell,1.841016554,171108_NB501011_0031_AHNNVHAFXX,230337,401116,56267,30.95737891,10.34,338.0,0.42011834299999995,1042.58284,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;o__Prolixibacter;f__Prolixibacter;g__Prolixibacter;s__Prolixibacter_bellariivorans,no SSU regions found,,,,3077955,K10,244.30899269999998,26.37197031,14.02725384,7071,6.586649457,8.673040746,0.54,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-K10,0.18042,0.22177,44.3,,,,AH-229-K10,MED-G20,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__
1282,K11,AH-229-K11,AH-229,1 cell,2.188778334,171108_NB501011_0031_AHNNVHAFXX,326966,118551,11320,37.48260242,0.0,126.0,0.23809523800000001,748.8095238,0,NA;unresolved,no SSU regions found,,,,3090298,K11,298.479529,28.04632592,22.93689719,6358,10.91809761,4.945541689,0.43,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,,0.18042,0.22177,54.0734,,,,,Unclassified,Unclassified
1283,K13,AH-229-K13,AH-229,1 cell,1.702443966,171108_NB501011_0031_AHNNVHAFXX,298934,622469,74197,29.27953039,50.08,663.0,0.200603318,850.8144796,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;g__Candidatus_Pelagibacter-like;unresolved,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?,,,,3106432,K13,55.28594611,5.9502626020000005,2.513793447,1244,4.216372429,1.3825665180000002,0.26,,,EBB Bigelow dock,170818,170818,All prokaryotes (SYTO-9-positive),1meter,AH-229-K13,0.18042,0.22177,10.1965,,,,AH-229-K13,Pelagibacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
